PersonID,UNO,SERO,Mode,Alt1_ch,Alt2_ch,Alt3_ch,WEIGHT,DIST,IVTT_DA,OVTT_DA,OVTDS_DA,COST_DA,IVTT_SR,OVTT_SR,OVTDS_SR,COST_SR,IVTT_TR,OVTT_TR,OVTDS_TR,COST_TR,VEHWRK,POPDENS,MALE,AGE,HIGHINC
172,1,0,3,0,0,1,0.2982,13,27,7,0.5385,6.23,30.9,9.2,0.7077,3.12,25.2,30.1,2.3154,2.65,1,7.04,0,42,0
173,1,0,1,1,0,0,1.8362,12.2,26,7,0.5738,1.2,29.8,9.2,0.7541,0.6,28,29.9,2.4508,3,1,7.25,1,36,0
174,1,0,1,1,0,0,1.8362,3.8,9,4,1.0526,0.37,11.4,5.9,1.5526,0.18,35.1,35.3,9.2895,1.25,1,6.31,0,54,1
175,1,0,3,0,0,1,0.2982,16.2,25,6,0.3704,6.55,31.1,8,0.4938,3.28,39.2,23.5,1.4506,3.7,2,1.32,1,67,0
176,1,0,3,0,0,1,0.2982,16.4,32,6,0.3659,6.57,35.6,8.4,0.5122,3.29,40.1,29.2,1.7805,3.8,2,1.32,1,67,0
177,1,0,3,0,0,1,0.2982,5.6,20,5,0.8929,0.61,23.3,7,1.25,0.31,18.9,38.2,6.8214,0.75,1,38.44,0,58,0
178,1,0,3,0,0,1,0.2982,1.6,9,8,5,5.12,11.5,10.4,6.5,2.56,2.1,25.4,15.875,0.75,0.5,77.7,0,29,1
179,1,0,3,0,0,1,0.2982,1.7,8,8,4.7059,5.13,10.3,10.3,6.0588,2.57,4.5,21.3,12.5294,0.75,0.5,77.7,0,29,1
180,1,0,3,0,0,1,0.2982,3.2,12,6,1.875,0.84,14.6,8.4,2.625,0.42,10.5,18.3,5.7188,0.5,0.5,10.32,0,52,0
181,1,0,3,0,0,1,0.2982,3.4,11,6,1.7647,0.86,13.5,8.1,2.3824,0.44,16,16.9,4.9706,0.5,0.5,10.32,0,52,0
182,1,0,2,0,1,0,0.6426,9.6,16,6,0.625,0.94,19,8.1,0.8438,0.47,28.2,23.1,2.4063,0.75,1,46.52,1,33,0
183,1,0,3,0,0,1,0.2982,1.8,10,8,4.4444,3.11,12.5,10.4,5.7778,1.56,5.4,16.2,9,0.75,0.5,38.44,0,46,0
184,1,0,1,1,0,0,1.8362,12.5,26,5,0.4,1.23,29.8,7,0.56,0.61,43.6,47.9,3.832,1.5,0.5,38.44,1,50,0
185,1,0,1,1,0,0,1.8362,3.2,9,6,1.875,0.69,11.4,8.1,2.5313,0.34,27.1,20.8,6.5,1,1,57.95,0,41,0
186,1,0,1,1,0,0,1.8362,3.2,9,6,1.875,0.69,11.5,8.4,2.625,0.34,32.2,13.9,4.3438,1.25,1,57.95,0,41,0
187,1,0,3,0,0,1,0.2982,1.4,6,8,5.7143,0.67,8.4,10.4,7.4286,0.34,2.1,13.9,9.9286,0.75,0.5,2.31,1,24,0
188,1,0,3,0,0,1,0.2982,1.9,9,8,4.2105,0.72,11.4,10.3,5.4211,0.37,2,13.9,7.3158,0.75,0.5,2.31,1,24,0
189,1,0,2,0,1,0,0.6426,2.8,11,5,1.7857,0.27,13.5,7,2.5,0.14,9.1,23.5,8.3929,0.75,0.5,70.53,1,26,1
190,1,0,1,1,0,0,1.8362,2.1,9,8,3.8095,2.59,11.4,10.3,4.9048,1.29,6.9,17.7,8.4286,0.75,0.5,5.21,0,22,0
191,1,0,3,0,0,1,0.2982,2.4,12,10,4.1667,3.92,14.6,12.5,5.2083,1.96,10.2,10.8,4.5,0.75,0.5,100.53,1,57,1
192,1,0,3,0,0,1,0.2982,2.7,9,10,3.7037,5.22,11.6,12.9,4.7778,2.61,8.9,19.2,7.1111,0.5,1,44.34,1,33,0
193,1,0,3,0,0,1,0.2982,3.7,16,10,2.7027,4.04,18.8,12.5,3.3784,2.02,17.4,22.9,6.1892,0.5,1,50.06,0,30,0
194,1,0,1,1,0,0,1.8362,9.9,18,4,0.404,0.97,21.1,5.9,0.596,0.48,29.4,43.8,4.4242,2.65,0.5,9.26,0,26,0
195,1,0,1,1,0,0,1.8362,2.6,8,6,2.3077,0.25,10.3,8.1,3.1154,0.12,4.9,24.4,9.3846,0.5,1,7.96,0,40,0
196,1,0,1,1,0,0,1.8362,2.5,6,6,2.4,0.24,8,8,3.2,0.12,10.9,24.5,9.8,0.5,1,7.96,0,40,0
197,1,0,3,0,0,1,0.2982,3.7,11,6,1.6216,0.41,14.1,8,2.1622,0.21,9.5,41,11.0811,0.75,1,36.22,1,25,0
198,1,0,3,0,0,1,0.2982,4.4,17,8,1.8182,2.57,20,10.3,2.3409,1.28,21,18.4,4.1818,0.5,0.5,10.32,0,31,0
199,1,0,3,0,0,1,0.2982,5.7,17,7,1.2281,0.57,20,9.2,1.614,0.29,22.4,23.3,4.0877,1.25,0.5,44.3,1,25,0
200,1,0,3,0,0,1,0.2982,2.5,12,9,3.6,3.92,14.6,11.4,4.56,1.96,9,11.2,4.48,0.75,0.5,44.3,0,23,0
201,1,0,3,0,0,1,0.2982,3.2,14,9,2.8125,2.85,16.8,11.4,3.5625,1.43,8.6,27.1,8.4688,0.75,1,49.61,0,34,0
202,1,0,3,0,0,1,0.2982,3,11,9,3,3.22,13.5,11.4,3.8,1.61,17.8,12.5,4.1667,0.5,1,49.16,0,27,0
203,1,0,3,0,0,1,0.2982,4,13,9,2.25,3.62,16.5,11.6,2.9,1.81,20.7,24.7,6.175,1.25,1,49.16,1,27,0
204,1,0,3,0,0,1,0.2982,3.9,15,10,2.5641,4.06,17.9,12.5,3.2051,2.03,9.2,8.7,2.2308,0.75,0.6,14.81,0,48,0
205,1,0,3,0,0,1,0.2982,12.3,27,7,0.5691,1.28,33.5,9.2,0.748,0.64,25.1,27.6,2.2439,0.75,1,7.78,0,62,0
206,1,0,3,0,0,1,0.2982,12.3,34,7,0.5691,1.28,37.7,9.4,0.7642,0.64,25,27.5,2.2358,1.5,1,7.78,0,62,0
207,1,0,1,1,0,0,1.8362,12.6,25,6,0.4762,1.23,31.1,8,0.6349,0.61,43.9,40.7,3.2302,1.75,1,7.78,0,62,0
208,1,0,3,0,0,1,0.2982,3.2,13,8,2.5,3.24,15.7,10.3,3.2188,1.62,10.6,21.5,6.7188,0.75,2,59.57,1,32,0
209,1,0,3,0,0,1,0.2982,4.2,15,9,2.1429,2.26,17.9,11.4,2.7143,1.13,21.7,15.3,3.6429,0.75,0.5,54.79,1,34,0
210,1,0,1,1,0,0,1.8362,3.8,12,9,2.3684,0.37,14.6,11.4,3,0.18,4.2,28.7,7.5526,0.75,1,130.87,1,33,0
211,1,0,1,1,0,0,1.8362,1.1,6,8,7.2727,0.11,8,10.4,9.4545,0.06,2.3,18.6,16.9091,0.75,0.5,46.52,1,25,0
212,1,0,1,1,0,0,1.8362,1.6,8,8,5,0.16,10.4,10.4,6.5,0.08,9,19.9,12.4375,0.75,0.5,46.52,1,25,0
213,1,0,3,0,0,1,0.2982,1.1,7,11,10,5.07,9.2,13.5,12.2727,2.54,8.1,14.6,13.2727,0.5,1,35.83,0,34,0
214,1,0,1,1,0,0,1.8362,12.1,25,4,0.3306,1.19,28.3,6.3,0.5207,0.59,43.2,60.4,4.9917,4.05,1,4.06,1,62,0
215,1,0,1,1,0,0,1.8362,12.1,25,4,0.3306,1.19,28.3,6.3,0.5207,0.59,41.2,57,4.7107,4.05,1,4.06,0,60,0
216,1,0,3,0,0,1,0.2982,3.3,14,10,3.0303,4,16.7,12.5,3.7879,2,17.4,24.1,7.303,0.5,0.5,44.34,0,52,0
217,1,0,3,0,0,1,0.2982,3.5,14,10,2.8571,4.02,16.8,12.5,3.5714,2.01,15.6,23.4,6.6857,0.5,0.5,44.34,0,52,0
218,1,0,3,0,0,1,0.2982,3.4,13,9,2.6471,4.01,15.7,11.4,3.3529,2.01,17,18.7,5.5,0.5,0.5,44.34,0,29,0
219,1,0,3,0,0,1,0.2982,2.9,11,7,2.4138,0.28,13.5,9.2,3.1724,0.14,4.5,23.4,8.069,0.75,1,85.09,1,39,0
220,1,0,3,0,0,1,0.2982,1.3,8,11,8.4615,3.81,10.4,14.1,10.8462,1.91,2.6,10.1,7.7692,0.75,0.5,28.91,0,70,0
221,1,0,3,0,0,1,0.2982,2.9,12,8,2.7586,3.21,14.6,10.3,3.5517,1.61,7,17.7,6.1034,0.75,0.5,19.98,0,31,0
222,1,0,3,0,0,1,0.2982,2.6,13,8,3.0769,3.18,15.7,10.4,4,1.59,7.5,13.9,5.3462,0.75,0.5,19.98,0,31,0
223,1,0,1,1,0,0,1.8362,1.5,7,8,5.3333,0.15,9.2,10.3,6.8667,0.07,6,20.1,13.4,0.75,0.5,109.88,1,64,1
224,1,0,1,1,0,0,1.8362,1.6,8,8,5,0.16,10.4,10.4,6.5,0.08,6,16.5,10.3125,0.75,0.5,109.88,1,64,1
225,1,0,3,0,0,1,0.2982,1.6,7,8,5,2.01,9.2,10.4,6.5,1.01,6,15.5,9.6875,0.75,0.5,109.88,0,56,1
226,1,0,3,0,0,1,0.2982,1.5,3.5,8,5.3333,2,5,10.4,6.9333,1,6,15.8,10.5333,0.75,0.5,109.88,0,56,1
227,1,0,3,0,0,1,0.2982,3.8,14,8,2.1053,3.3,16.7,10.4,2.7368,1.65,9.2,12.3,3.2368,0.75,0.5,29.69,1,30,0
228,1,0,3,0,0,1,0.2982,1.6,8,8,5,3.84,10.4,10.4,6.5,1.92,8.6,13.2,8.25,0.5,1,27.83,0,31,0
229,1,0,3,0,0,1,0.2982,2.3,11,8,3.4783,5.19,13.5,10.3,4.4783,2.6,9.6,7,3.0435,0.5,1,27.83,1,28,0
230,1,0,1,1,0,0,1.8362,2.1,9,9,4.2857,0.21,11.5,11.5,5.4762,0.1,2.3,13.8,6.5714,0.75,1,41.67,0,34,0
231,1,0,1,1,0,0,1.8362,1.7,6,7,4.1176,0.17,8.1,9.2,5.4118,0.09,8.3,27,15.8824,1,0.5,50.06,1,40,0
232,1,0,1,1,0,0,1.8362,1.9,6,7,3.6842,0.19,8,9.2,4.8421,0.1,6.9,34.8,18.3158,1,0.5,50.06,1,40,0
233,1,0,1,1,0,0,1.8362,1.7,5,7,4.1176,0.17,6.8,9.2,5.4118,0.09,7.7,32,18.8235,1,0.5,50.06,1,40,0
234,1,0,2,0,1,0,0.6426,19.9,30,4,0.201,1.95,34.1,5.9,0.2965,0.97,45.5,34.3,1.7236,6.25,1.5,10.32,1,61,0
235,1,0,2,0,1,0,0.6426,2.8,11,8,2.8571,0.27,13.6,10.4,3.7143,0.14,12,16.9,6.0357,1.25,1.5,10.32,0,60,0
236,1,0,3,0,0,1,0.2982,1.8,8,8,4.4444,0.4,10.3,10.3,5.7222,0.2,1.7,24.9,13.8333,0.75,0.5,127.59,1,50,1
237,1,0,3,0,0,1,0.2982,1.7,7,8,4.7059,0.39,9.2,10.4,6.1176,0.2,1.9,25.9,15.2353,0.75,0.5,127.59,1,50,1
238,1,0,3,0,0,1,0.2982,5.2,18,9,1.7308,5.47,21.1,11.4,2.1923,2.74,11.1,11.4,2.1923,0.75,0.5,8.63,0,42,0
239,1,0,2,0,1,0,0.6426,7.4,23,7,0.9459,0.73,26.5,9.2,1.2432,0.36,22.6,29.8,4.027,1.25,0.5,8.63,1,42,0
240,1,0,1,1,0,0,1.8362,3.7,8,8,2.1622,0.36,10.4,10.4,2.8108,0.18,13.3,16.2,4.3784,0.75,0.5,8.63,1,42,0
241,1,0,2,0,1,0,0.6426,7.4,23,7,0.9459,0.73,26.5,9.2,1.2432,0.36,27.9,26.5,3.5811,1.25,0.5,8.63,1,42,0
242,1,0,3,0,0,1,0.2982,3.6,13,8,2.2222,2.89,16.5,10.4,2.8889,1.44,23.1,10.2,2.8333,0.5,1,49.16,1,64,0
243,1,0,1,1,0,0,1.8362,1,10,8,8,0.1,12.9,10.4,10.4,0.05,4.3,28,28,0.75,0.5,62.21,1,30,1
244,1,0,1,1,0,0,1.8362,0.9,6,11,12.2222,0.09,8,14.1,15.6667,0.04,3.3,24.5,27.2222,0.75,1,54.94,1,30,0
245,1,0,1,1,0,0,1.8362,1,7,11,11,0.1,9.2,13.5,13.5,0.05,3.8,14.4,14.4,0.75,1,54.94,1,30,0
246,1,0,1,1,0,0,1.8362,3,11,5,1.6667,0.29,13.5,7,2.3333,0.14,14.8,20.7,6.9,1.25,1,84.67,1,42,0
247,1,0,3,0,0,1,0.2982,1.9,12,8,4.2105,5.15,14.6,10.3,5.4211,2.58,7.2,13.1,6.8947,0.75,0.5,36.22,0,26,0
248,1,0,3,0,0,1,0.2982,2,12,8,4,5.16,14.6,10.4,5.2,2.58,7.2,13.2,6.6,0.75,0.5,36.22,0,26,0
249,1,0,1,1,0,0,1.8362,10.9,22,5,0.4587,1.07,27.4,6.8,0.6239,0.54,42.1,50.5,4.633,1.5,0.5,85.09,1,28,0
250,1,0,3,0,0,1,0.2982,1.7,7,9,5.2941,3.1,9.4,11.5,6.7647,1.56,5.5,12,7.0588,0.75,0.5,56.27,1,49,0
251,1,0,3,0,0,1,0.2982,1.7,7,9,5.2941,3.1,9.2,11.4,6.7059,1.56,5.5,10,5.8824,0.75,0.5,56.27,1,49,0
252,1,0,1,1,0,0,1.8362,10.7,18,9,0.8411,1.05,21.1,11.4,1.0654,0.53,28.2,28.4,2.6542,0.75,0.5,51.32,1,24,0
253,1,0,3,0,0,1,0.2982,1.9,6,8,4.2105,0.31,8,10.4,5.4737,0.16,5.5,13.5,7.1053,0.5,0.3,50.06,1,45,0
254,1,0,3,0,0,1,0.2982,1.7,7,8,4.7059,0.29,9.4,10.4,6.1176,0.15,5.5,16.5,9.7059,0.5,0.3,50.06,1,45,0
255,1,0,3,0,0,1,0.2982,3.3,14,10,3.0303,5.28,16.8,12.5,3.7879,2.64,17,15.6,4.7273,0.5,0.3,50.06,1,22,0
256,1,0,3,0,0,1,0.2982,3.2,13,10,3.125,5.27,15.7,12.5,3.9063,2.63,19.1,16.3,5.0938,0.5,0.3,50.06,1,22,0
257,1,0,3,0,0,1,0.2982,3.1,12,10,3.2258,5.26,14.6,12.5,4.0323,2.63,15.6,9.2,2.9677,0.5,1,50.06,1,32,1
258,1,0,1,1,0,0,1.8362,13.6,21,8,0.5882,1.33,24.4,10.3,0.7574,0.67,23.9,30.9,2.2721,0.75,0.5,51.32,0,35,1
259,1,0,3,0,0,1,0.2982,5.8,18,5,0.8621,0.79,21.1,7,1.2069,0.39,20.1,11,1.8966,1.25,1,10.32,1,66,0
260,1,0,3,0,0,1,0.2982,4.9,16,5,1.0204,0.7,20.2,6.8,1.3878,0.35,26.2,16.7,3.4082,1.25,1,10.32,1,66,0
261,1,0,2,0,1,0,0.6426,4.3,15,7,1.6279,0.42,17.8,9.4,2.186,0.21,38,18.8,4.3721,0.5,0.7,60.81,0,24,0
262,1,0,2,0,1,0,0.6426,4.3,15,7,1.6279,0.42,17.8,9.4,2.186,0.21,38,18.8,4.3721,0.5,0.7,60.81,0,45,0
263,1,0,2,0,1,0,0.6426,2.1,11,9,4.2857,0.21,13.6,11.5,5.4762,0.1,4.3,24.6,11.7143,0.75,1,43.58,1,30,1
264,1,0,3,0,0,1,0.2982,1.8,7,8,4.4444,2.72,9.4,10.4,5.7778,1.36,4.5,14.6,8.1111,0.75,0.5,41.67,0,23,0
265,1,0,3,0,0,1,0.2982,1.9,8,8,4.2105,3.87,10.4,10.4,5.4737,1.94,10.4,7.7,4.0526,0.5,1,13.38,0,23,0
266,1,0,3,0,0,1,0.2982,1.9,7,8,4.2105,3.87,9.2,10.3,5.4211,1.94,9.8,5.7,3,0.5,1,13.38,0,23,0
267,1,0,1,1,0,0,1.8362,8,25,5,0.625,0.78,28.3,7.3,0.9125,0.39,30.9,34.6,4.325,1.25,1,13.38,1,22,0
268,1,0,3,0,0,1,0.2982,1.6,7,8,5,3.84,9.2,10.3,6.4375,1.92,8.3,7,4.375,0.5,1,27.83,0,27,0
269,1,0,3,0,0,1,0.2982,5.3,16,7,1.3208,1.19,19,9.2,1.7358,0.6,16,41.8,7.8868,0.75,1,43.9,1,28,0
270,1,0,1,1,0,0,1.8362,1,10,5,5,0.1,12.9,6.8,6.8,0.05,15.3,26.1,26.1,1.25,1.5,43.9,1,57,0
271,1,0,1,1,0,0,1.8362,1,12,5,5,0.1,15.3,6.8,6.8,0.05,26.4,26.5,26.5,1.25,1.5,43.9,1,57,0
272,1,0,2,0,1,0,0.6426,3.9,9,7,1.7949,0.38,11.6,9.2,2.359,0.19,14.7,18.5,4.7436,0.5,0.5,10.32,0,34,0
273,1,0,3,0,0,1,0.2982,2.3,10,8,3.4783,3.91,12.9,10.4,4.5217,1.96,5.8,16.6,7.2174,0.75,1,70.53,1,51,1
274,1,0,3,0,0,1,0.2982,2.5,11,8,3.2,3.92,14.1,10.4,4.16,1.96,6.2,13.6,5.44,0.75,1,70.53,1,51,1
275,1,0,3,0,0,1,0.2982,2.7,12,10,3.7037,5.22,14.6,12.5,4.6296,2.61,12.1,16.6,6.1481,0.9,1,41.67,1,22,0
276,1,0,1,1,0,0,1.8362,1.6,9,11,6.875,7.16,11.4,13.5,8.4375,3.58,5.3,12.8,8,0.75,1,86.34,0,37,0
277,1,0,3,0,0,1,0.2982,3.4,14,9,2.6471,2.87,16.8,11.4,3.3529,1.44,20.9,15,4.4118,0.5,1,50.06,0,35,0
278,1,0,3,0,0,1,0.2982,3.3,15,9,2.7273,2.86,17.9,11.4,3.4545,1.43,11.6,21.6,6.5455,0.75,1,49.61,0,56,0
279,1,0,3,0,0,1,0.2982,2.2,12,10,4.5455,2.76,14.6,12.5,5.6818,1.38,9,24.2,11,0.75,0.5,130.87,1,24,0
280,1,0,3,0,0,1,0.2982,2.2,12,10,4.5455,2.76,14.6,12.5,5.6818,1.38,9,23.3,10.5909,0.75,0.5,130.87,1,24,0
281,1,0,1,1,0,0,1.8362,3.8,15,7,1.8421,0.37,17.9,9.2,2.4211,0.18,11.5,22.1,5.8158,0.75,1,38.44,0,38,1
282,1,0,3,0,0,1,0.2982,2.7,13,10,3.7037,3.94,15.7,12.5,4.6296,1.97,10.2,10,3.7037,0.75,0.5,73.64,0,23,0
283,1,0,3,0,0,1,0.2982,2.9,14,10,3.4483,3.96,16.8,12.5,4.3103,1.98,10.2,10,3.4483,0.75,0.5,73.64,0,23,0
284,1,0,1,1,0,0,1.8362,2.2,10,9,4.0909,0.22,12.5,11.4,5.1818,0.11,13.7,33.4,15.1818,1.25,1,49.61,1,37,0
285,1,0,3,0,0,1,0.2982,2.2,11,9,4.0909,3.9,13.5,11.4,5.1818,1.95,11.2,14.6,6.6364,0.5,0.5,84.67,0,35,0
286,1,0,3,0,0,1,0.2982,1.8,10,9,5,5.14,12.9,11.6,6.4444,2.57,5.4,11.1,6.1667,0.75,0.5,36.22,1,30,0
287,1,0,3,0,0,1,0.2982,1.4,7,9,6.4286,5.1,9.2,11.4,8.1429,2.55,5.4,9.9,7.0714,0.75,0.5,36.22,1,30,0
288,1,0,3,0,0,1,0.2982,1.8,10,8,4.4444,3.86,12.5,10.4,5.7778,1.93,7.2,8.6,4.7778,0.75,0.5,36.22,0,32,0
289,1,0,3,0,0,1,0.2982,2,10,8,4,3.88,12.5,10.3,5.15,1.94,7.2,10.2,5.1,0.75,0.5,36.22,0,32,0
290,1,0,1,1,0,0,1.8362,1.5,5,8,5.3333,0.15,7,10.3,6.8667,0.07,2.4,23,15.3333,0.75,1,41.67,1,31,0
291,1,0,1,1,0,0,1.8362,2.3,11,10,4.3478,0.23,13.5,12.5,5.4348,0.12,9,11.5,5,0.75,1,0,0,60,0
292,1,0,3,0,0,1,0.2982,2.6,9,9,3.4615,5.21,11.4,11.4,4.3846,2.6,17,9.5,3.6538,0.5,1,44.34,0,26,0
293,1,0,3,0,0,1,0.2982,3.4,12,10,2.9412,4.01,14.6,12.5,3.6765,2.01,13.9,14.8,4.3529,0.75,1,41.67,1,38,0
294,1,0,3,0,0,1,0.2982,3.1,11,10,3.2258,3.98,13.5,12.5,4.0323,1.99,13.9,12.3,3.9677,0.9,1,41.67,1,38,0
295,1,0,3,0,0,1,0.2982,2.8,12,7,2.5,0.8,14.6,9.4,3.3571,0.41,12.7,14.6,5.2143,0.5,1,19.98,1,24,0
296,1,0,3,0,0,1,0.2982,2,8,9,4.5,3.88,10.3,11.4,5.7,1.94,9.4,13.4,6.7,0.5,1,19.98,1,24,0
297,1,0,1,1,0,0,1.8362,9.3,18,5,0.5376,0.91,21.1,7,0.7527,0.46,36.8,36.4,3.914,1.5,1,60.53,1,31,0
298,1,0,1,1,0,0,1.8362,2.6,11,5,1.9231,0.25,13.5,7,2.6923,0.12,9.1,23.6,9.0769,0.75,1,62.21,1,35,1
299,1,0,1,1,0,0,1.8362,1.5,15,8,5.3333,0.15,18.9,10.4,6.9333,0.07,10.9,41.2,27.4667,0.75,1,14.81,1,49,0
300,1,0,2,0,1,0,0.6426,2.4,10,8,3.3333,0.24,12.5,10.3,4.2917,0.12,17.9,14.8,6.1667,0.5,0.5,30.6,0,34,0
301,1,0,2,0,1,0,0.6426,2.3,10,8,3.4783,0.23,12.5,10.4,4.5217,0.12,22.5,12.9,5.6087,0.5,0.5,30.6,0,34,0
302,1,0,1,1,0,0,1.8362,3.5,14,8,2.2857,0.34,16.7,10.4,2.9714,0.17,17.1,25.6,7.3143,1.25,1,10.32,0,33,1
303,1,0,1,1,0,0,1.8362,2.2,22,5,2.2727,0.22,27.4,6.8,3.0909,0.11,36,38.7,17.5909,2.65,1,74.9,1,42,0
304,1,0,1,1,0,0,1.8362,3.3,10,6,1.8182,0.32,12.5,8.4,2.5455,0.16,23.9,33.2,10.0606,1.25,1,46.52,0,32,0
305,1,0,1,1,0,0,1.8362,2.3,11,7,3.0435,0.23,13.5,9.2,4,0.12,13.9,18,7.8261,0.75,1,74.9,1,34,0
306,1,0,1,1,0,0,1.8362,2.1,8,7,3.3333,0.21,10.4,9.4,4.4762,0.1,6.1,14.3,6.8095,0.75,1,56.27,1,42,0
307,1,0,1,1,0,0,1.8362,3.9,11,8,2.0513,0.38,13.5,10.3,2.641,0.19,25.8,17.4,4.4615,1.25,1,56.27,1,42,0
308,1,0,3,0,0,1,0.2982,2.4,11,10,4.1667,3.92,14.1,12.9,5.375,1.96,8.5,14.7,6.125,0.75,1,74.9,1,43,0
309,1,0,2,0,1,0,0.6426,0.8,3,6,7.5,0.08,4.4,8,10,0.04,1.5,13.8,17.25,0.5,1,74.9,1,54,1
310,1,0,2,0,1,0,0.6426,0.8,3,6,7.5,0.08,4.9,8.1,10.125,0.04,1.8,8.8,11,0.5,1,74.9,1,54,1
311,1,0,1,1,0,0,1.8362,0.3,3,6,20,0.03,4.4,8,26.6667,0.01,1.8,9.8,32.6667,0.5,1,74.9,1,54,1
312,1,0,1,1,0,0,1.8362,0.5,5,7,14,0.05,6.8,9.2,18.4,0.03,1.8,25.7,51.4,0.75,1,74.9,1,54,1
313,1,0,3,0,0,1,0.2982,3,14,10,3.3333,5.25,16.8,12.5,4.1667,2.62,7.6,17.9,5.9667,0.75,1,20.57,1,31,0
314,1,0,3,0,0,1,0.2982,4,18,9,2.25,5.35,20.9,11.5,2.875,2.68,8.2,18.7,4.675,1.25,0.5,14.81,1,30,0
315,1,0,3,0,0,1,0.2982,2.1,8,8,3.8095,3.89,10.3,10.3,4.9048,1.94,10.3,10.3,4.9048,0.5,0.5,57.95,0,38,1
316,1,0,3,0,0,1,0.2982,2.2,13,8,3.6364,3.9,15.7,10.4,4.7273,1.95,11,13.8,6.2727,0.5,0.5,57.95,0,38,1
317,1,0,3,0,0,1,0.2982,2.2,7,8,3.6364,3.9,9.2,10.4,4.7273,1.95,9.6,18.8,8.5455,0.5,0.5,57.95,0,38,1
318,1,0,3,0,0,1,0.2982,2.2,7,8,3.6364,3.9,9.2,10.4,4.7273,1.95,9.7,17.3,7.8636,0.5,0.5,57.95,0,38,1
319,1,0,1,1,0,0,1.8362,5.1,16,8,1.5686,0.5,19,10.3,2.0196,0.25,27.6,32.8,6.4314,1.25,1,51.32,1,43,1
320,1,0,3,0,0,1,0.2982,3.1,10,10,3.2258,3.98,12.9,12.9,4.1613,1.99,12.9,14.3,4.6129,0.5,1,41.67,1,31,0
321,1,0,3,0,0,1,0.2982,3.4,12,10,2.9412,4.01,14.6,12.5,3.6765,2.01,9.2,22.5,6.6176,0.75,1,41.67,1,31,0
322,1,0,1,1,0,0,1.8362,1.4,8,9,6.4286,0.14,10.4,11.5,8.2143,0.07,5.2,20,14.2857,0.75,0.5,82.83,0,32,0
323,1,0,2,0,1,0,0.6426,15.5,22,4,0.2581,1.52,27.4,5.6,0.3613,0.76,41.7,43.8,2.8258,2.4,1,59.57,0,40,0
324,1,0,2,0,1,0,0.6426,21.6,26,4,0.1852,2.12,32.3,5.6,0.2593,1.06,51.2,50.7,2.3472,3.5,0.3,43,1,54,0
325,1,0,2,0,1,0,0.6426,21.1,31,4,0.1896,2.07,34.6,6.3,0.2986,1.03,50.5,51.2,2.4265,3.5,0.3,43,1,54,0
326,1,0,3,0,0,1,0.2982,3.4,13,9,2.6471,4.01,15.7,11.4,3.3529,2.01,9.5,11.5,3.3824,0.75,1,20.57,0,23,0
327,1,0,2,0,1,0,0.6426,1.9,10,9,4.7368,0.19,12.5,11.5,6.0526,0.1,7.2,19.9,10.4737,0.75,0.8,46.52,1,30,0
328,1,0,2,0,1,0,0.6426,2.6,9,9,3.4615,0.25,11.6,11.6,4.4615,0.12,7.2,20.1,7.7308,0.75,0.8,46.52,1,30,0
329,1,0,3,0,0,1,0.2982,5.1,12,4,0.7843,0.55,14.6,5.9,1.1569,0.28,10,20.8,4.0784,0.5,0.5,10.16,1,73,0
330,1,0,3,0,0,1,0.2982,2.7,13,8,2.963,2.4,15.7,10.3,3.8148,1.2,11.3,22.6,8.3704,0.75,1,60.53,1,27,0
331,1,0,3,0,0,1,0.2982,3.4,11,8,2.3529,3.26,14.1,10.4,3.0588,1.64,7.6,11.9,3.5,0.75,1,52.08,1,31,0
332,1,0,1,1,0,0,1.8362,16.3,31,7,0.4294,1.6,35.2,9.2,0.5644,0.8,55.6,41,2.5153,1.75,1,51.32,1,46,0
333,1,0,3,0,0,1,0.2982,4.6,15,10,2.1739,1.2,18.9,12.9,2.8043,0.61,18.4,22.4,4.8696,1.25,0.5,67.41,0,33,0
334,1,0,3,0,0,1,0.2982,2.3,8,9,3.913,3.91,10.4,11.6,5.0435,1.96,6.4,16.7,7.2609,0.5,0.3,59.57,1,44,0
335,1,0,3,0,0,1,0.2982,2.3,8,9,3.913,3.91,10.4,11.6,5.0435,1.96,4.9,18.3,7.9565,0.5,0.3,59.57,1,44,0
336,1,0,1,1,0,0,1.8362,3.8,13,5,1.3158,2.37,15.7,7,1.8421,1.18,40.3,35.8,9.4211,1.25,1,74.9,1,27,0
337,1,0,3,0,0,1,0.2982,1.6,7,7,4.375,3.09,9.2,9.2,5.75,1.55,4.2,15.6,9.75,0.75,1,74.9,0,23,0
338,1,0,3,0,0,1,0.2982,2.7,11,7,2.5926,2.11,13.5,9.2,3.4074,1.06,28,21.7,8.037,0.5,0.5,43.9,1,43,0
339,1,0,3,0,0,1,0.2982,2.7,12,7,2.5926,2.11,14.6,9.4,3.4815,1.06,21.6,15,5.5556,0.5,0.5,43.9,1,43,0
340,1,0,2,0,1,0,0.6426,9.6,20,6,0.625,0.94,25,8,0.8333,0.47,9.5,25.4,2.6458,2.5,1,100.53,1,27,0
341,1,0,2,0,1,0,0.6426,9.6,20,6,0.625,0.94,25,8,0.8333,0.47,9.5,25.4,2.6458,2.5,1,100.53,1,30,0
342,1,0,3,0,0,1,0.2982,6.4,24,8,1.25,1.38,27.2,10.4,1.625,0.7,17.5,11.5,1.7969,0.75,0.5,8.63,0,48,0
