PersonID,UNO,SERO,Mode,Alt1_ch,Alt2_ch,Alt3_ch,WEIGHT,DIST,IVTT_DA,OVTT_DA,OVTDS_DA,COST_DA,IVTT_SR,OVTT_SR,OVTDS_SR,COST_SR,IVTT_TR,OVTT_TR,OVTDS_TR,COST_TR,VEHWRK,POPDENS,MALE,AGE,HIGHINC
1029,1,0,1,1,0,0,1.8362,14.6,28,2,0.137,1.43,31.4,4.2,0.2877,0.71,28,41,2.8082,4.05,1,2.35,1,66,0
1030,1,0,1,1,0,0,1.8362,14.3,27,2,0.1399,1.4,30.9,3.8,0.2657,0.7,26,43.2,3.021,4.15,1,2.35,1,66,0
1031,1,0,1,1,0,0,1.8362,14.2,22,3,0.2113,1.39,27.4,4.4,0.3099,0.69,55,46.6,3.2817,1.85,1,18.83,0,28,0
1032,1,0,1,1,0,0,1.8362,21,29,3,0.1429,2.06,35.9,4.4,0.2095,1.03,35,33.3,1.5857,3.75,1,0.91,1,42,1
1033,1,0,1,1,0,0,1.8362,1.1,3,4,3.6364,0.11,4.9,5.9,5.3636,0.06,6.2,28.4,25.8182,0.75,1,10.94,1,22,0
1034,1,0,1,1,0,0,1.8362,1.7,6,3,1.7647,0.17,8.1,4.9,2.8824,0.09,8.1,26,15.2941,0.75,1,17.76,0,27,0
1035,1,0,1,1,0,0,1.8362,33.6,47,7,0.2083,3.29,57.8,9.2,0.2738,1.65,58,43.1,1.2827,5.65,0.5,3.03,1,45,0
1036,1,0,1,1,0,0,1.8362,10.8,19,2,0.1852,1.06,23.8,3.1,0.287,0.53,65.1,77.3,7.1574,1.6,1,5.74,1,38,0
1037,1,0,1,1,0,0,1.8362,11,23,2,0.1818,1.08,26.2,4.2,0.3818,0.54,65.3,57.3,5.2091,1.6,1,5.74,1,38,0
1038,1,0,1,1,0,0,1.8362,17.3,24,2,0.1156,1.7,29.9,3.1,0.1792,0.85,84.7,49.3,2.8497,5.8,2,1.25,1,35,0
1039,1,0,1,1,0,0,1.8362,19.9,28,2,0.1005,1.95,31.4,4.2,0.2111,0.97,134.2,48.4,2.4322,9.4,2,1.25,1,35,0
1040,1,0,2,0,1,0,0.6426,28.6,40,7,0.2448,5.8,45,9.2,0.3217,2.9,40,37.9,1.3252,4.8,2,4.61,1,29,0
1041,1,0,2,0,1,0,0.6426,28.4,42,7,0.2465,5.78,46.1,9.4,0.331,2.89,38,44.4,1.5634,4.8,2,4.61,1,29,0
1042,1,0,2,0,1,0,0.6426,25,47,4,0.16,2.45,51.4,6.3,0.252,1.23,81.7,49.4,1.976,5.4,1,3.05,1,29,0
1043,1,0,2,0,1,0,0.6426,24.5,37,4,0.1633,2.4,45.7,5.6,0.2286,1.2,80.4,46.5,1.898,5.4,1,3.05,1,29,0
1044,1,0,1,1,0,0,1.8362,1.5,4,5,3.3333,0.15,5.6,6.8,4.5333,0.07,5.6,19.1,12.7333,0.6,1,26.44,0,51,0
1045,1,0,1,1,0,0,1.8362,1.5,4,5,3.3333,0.15,5.6,6.8,4.5333,0.07,5.6,19.1,12.7333,0.6,1,26.44,0,51,0
1046,1,0,1,1,0,0,1.8362,15.9,25,2,0.1258,1.56,28.7,3.8,0.239,0.78,56.6,75,4.717,2.2,1,1.05,1,50,0
1047,1,0,1,1,0,0,1.8362,16,32,2,0.125,1.57,36.3,3.8,0.2375,0.79,73.4,43.1,2.6938,5.55,1,1.05,0,49,0
1048,1,0,1,1,0,0,1.8362,18.6,34,2,0.1075,1.82,37.7,4.2,0.2258,0.91,76.6,42.7,2.2957,5.65,1,1.05,0,49,0
1049,1,0,1,1,0,0,1.8362,21.7,32,3,0.1382,2.13,39.6,4.4,0.2028,1.06,5.6,16,0.7373,2,1,1.88,1,40,0
1050,1,0,3,0,0,1,0.2982,31.5,55,7,0.2222,3.84,61.2,9.2,0.2921,1.92,65.2,35,1.1111,3.85,1,0.57,1,37,0
1051,1,0,1,1,0,0,1.8362,1.8,5,4,2.2222,0.18,7,5.9,3.2778,0.09,11.7,16,8.8889,0.6,1,5.74,0,44,1
1052,1,0,2,0,1,0,0.6426,2.3,7,3,1.3043,0.23,9.2,4.4,1.913,0.12,20.6,23.6,10.2609,0.75,0.5,9.22,0,26,0
1053,1,0,1,1,0,0,1.8362,4.4,9,4,0.9091,0.43,11.5,6.3,1.4318,0.21,9.2,23.5,5.3409,0.6,1.5,1.2,0,54,0
1054,1,0,2,0,1,0,0.6426,4.4,9,2,0.4545,0.43,11.6,3.1,0.7045,0.21,26.9,37.6,8.5455,0.75,1,8.32,1,26,1
1055,1,0,3,0,0,1,0.2982,22,36,5,0.2273,4.01,44.4,6.8,0.3091,2.01,49.8,31.4,1.4273,2.8,0.5,0.73,0,24,0
1056,1,0,2,0,1,0,0.6426,19.6,28,4,0.2041,1.92,34.7,5.6,0.2857,0.96,31,51.9,2.648,1.3,0.8,1.88,0,46,0
1057,1,0,2,0,1,0,0.6426,19.8,41,4,0.202,1.94,45.1,6.3,0.3182,0.97,38,50.8,2.5657,1.8,0.8,1.88,0,46,0
1058,1,0,1,1,0,0,1.8362,5,10,2,0.4,0.49,12.9,3.1,0.62,0.24,50,55.4,11.08,1.95,1,0.8,0,40,0
1059,1,0,1,1,0,0,1.8362,5,10,2,0.4,0.49,12.5,4.2,0.84,0.24,50,54.4,10.88,1.95,1,0.8,0,40,0
1060,1,0,1,1,0,0,1.8362,27.8,33,2,0.0719,2.72,40.8,3.1,0.1115,1.36,7,72.4,2.6043,4.25,1,2.35,0,43,1
1061,1,0,1,1,0,0,1.8362,2.7,9,2,0.7407,0.26,11.5,4.2,1.5556,0.13,9.6,27.7,10.2593,0.75,1,8.32,0,48,1
1062,1,0,1,1,0,0,1.8362,4.4,10,2,0.4545,0.43,12.5,4.2,0.9545,0.21,48,39.8,9.0455,0.75,1,8.32,1,51,1
1063,1,0,1,1,0,0,1.8362,4.4,9,2,0.4545,0.43,11.4,3.8,0.8636,0.21,36.7,37.2,8.4545,0.75,1,8.32,1,51,1
1064,1,0,1,1,0,0,1.8362,9.8,18,2,0.2041,0.96,22.6,3.1,0.3163,0.48,35,34.7,3.5408,0.75,1,1.05,1,52,0
1065,1,0,1,1,0,0,1.8362,37.9,45,4,0.1055,3.71,55.4,5.6,0.1478,1.85,66.6,36.6,0.9657,4.3,1,1.05,1,23,0
1066,1,0,1,1,0,0,1.8362,5,13,5,1,0.49,16.5,6.8,1.36,0.24,20,15,3,0.85,1,15.74,1,44,0
1067,1,0,1,1,0,0,1.8362,24.4,31,2,0.082,2.39,38.4,3.1,0.127,1.2,15,77,3.1557,3,1,1.25,1,53,1
1068,1,0,1,1,0,0,1.8362,4.8,10,2,0.4167,0.47,12.5,4.2,0.875,0.23,28,36,7.5,1.2,1,0.65,1,59,1
1069,1,0,1,1,0,0,1.8362,3.5,7,3,0.8571,0.34,9.4,5.2,1.4857,0.17,30,42,12,1,1,1.02,1,75,0
1070,1,0,1,1,0,0,1.8362,7.7,16,2,0.2597,0.75,18.8,4.2,0.5455,0.38,15,46,5.974,3,0.7,2.07,1,52,0
1071,1,0,2,0,1,0,0.6426,8.4,17,2,0.2381,0.82,20,3.8,0.4524,0.41,100.2,56,6.6667,5.25,0.7,2.07,1,22,0
1072,1,0,2,0,1,0,0.6426,8.8,21,2,0.2273,0.86,24.1,4.2,0.4773,0.43,93.7,62,7.0455,5.25,0.7,2.07,1,22,0
1073,1,0,3,0,0,1,0.2982,30.3,64,6,0.198,7.93,69.2,8.4,0.2772,3.97,45,27.2,0.8977,6.05,2,1.88,1,34,0
1074,1,0,1,1,0,0,1.8362,24.6,39,3,0.122,2.41,48.1,4.4,0.1789,1.21,52.2,52.2,2.122,6.5,1,2.35,1,24,0
1075,1,0,1,1,0,0,1.8362,34.2,62,2,0.0585,3.35,68.8,3.8,0.1111,1.68,81.7,34.5,1.0088,5.5,2,1.41,1,67,0
1076,1,0,1,1,0,0,1.8362,2.4,6,3,1.25,0.24,8,4.4,1.8333,0.12,6.6,15.1,6.2917,0.75,1,17.76,1,32,0
1077,1,0,2,0,1,0,0.6426,2.4,3,3,1.25,0.24,4.9,4.9,2.0417,0.12,2.8,27.4,11.4167,0.75,1,17.76,1,32,0
1078,1,0,2,0,1,0,0.6426,2.4,3,3,1.25,0.24,4.9,4.9,2.0417,0.12,2.8,42.6,17.75,0.75,1,17.76,1,32,0
1079,1,0,1,1,0,0,1.8362,30.1,41,3,0.0997,2.95,50.5,4.4,0.1462,1.48,84.3,36.6,1.2159,5.95,0.7,8.32,1,37,1
1080,1,0,1,1,0,0,1.8362,22.7,33,3,0.1322,2.22,36.7,5.2,0.2291,1.11,50.2,54.3,2.3921,5.35,2,0.83,1,27,0
1081,1,0,1,1,0,0,1.8362,3.5,7,4,1.1429,0.34,9.2,5.9,1.6857,0.17,7.8,22.8,6.5143,0.6,1,1.2,0,49,0
1082,1,0,1,1,0,0,1.8362,9.3,14,3,0.3226,0.91,17.7,4.4,0.4731,0.46,42.1,42,4.5161,0.75,2,2.06,1,41,0
1083,1,0,1,1,0,0,1.8362,51.8,61,5,0.0965,5.08,74.8,6.8,0.1313,2.03,102.1,61.6,1.1892,4,1.5,10.94,1,45,0
1084,1,0,2,0,1,0,0.6426,52.5,62,5,0.0952,5.15,76,6.8,0.1295,2.58,99.1,49.5,0.9429,4,1.5,10.94,1,45,0
1085,1,0,1,1,0,0,1.8362,1.1,3,4,3.6364,0.11,4.4,5.6,5.0909,0.06,7.7,18.7,17,0.75,1.5,10.94,0,43,0
1086,1,0,1,1,0,0,1.8362,11.8,16,2,0.1695,2.16,20.2,3.1,0.2627,1.08,100,36.6,3.1017,7.15,1,5.72,1,45,1
1087,1,0,1,1,0,0,1.8362,7.1,11,2,0.2817,0.7,14.1,3.1,0.4366,0.35,11,58.5,8.2394,1.75,1,0.73,0,50,0
1088,1,0,1,1,0,0,1.8362,14.7,21,2,0.1361,1.44,24.4,3.8,0.2585,0.72,129.5,88.7,6.034,8.4,1,0.73,1,52,0
1089,1,0,1,1,0,0,1.8362,27.9,40,3,0.1075,2.73,45,4.9,0.1756,1.36,118,41.8,1.4982,5.85,1,5.81,1,31,0
1090,1,0,1,1,0,0,1.8362,14.8,23,2,0.1351,1.45,28.7,3.1,0.2095,0.72,64.6,57.4,3.8784,1,1,1.05,1,47,0
1091,1,0,1,1,0,0,1.8362,27.3,45,3,0.1099,2.68,49.3,5.2,0.1905,1.34,125,47.1,1.7253,7.4,1,1.05,0,38,0
1092,1,0,1,1,0,0,1.8362,6.6,11,3,0.4545,0.65,13.5,4.9,0.7424,0.33,15,20.6,3.1212,1.7,2,1.05,1,65,0
1093,1,0,3,0,0,1,0.2982,28.5,42,6,0.2105,6.47,51.7,8,0.2807,3.24,29.2,35,1.2281,3.85,1,0.9,1,32,1
1094,1,0,3,0,0,1,0.2982,29,42,7,0.2414,6.52,51.7,9.2,0.3172,3.26,43.2,33.8,1.1655,3.7,1,0.9,0,30,1
1095,1,0,3,0,0,1,0.2982,27.5,53,7,0.2545,6.38,57.7,9.4,0.3418,3.19,43.4,39.2,1.4255,3.7,1,0.9,0,30,1
1096,1,0,1,1,0,0,1.8362,29.8,41,2,0.0671,2.92,50.5,3.1,0.104,1.46,93.1,42.9,1.4396,5.6,1,1,1,49,0
1097,1,0,1,1,0,0,1.8362,25,45,2,0.08,2.45,49.3,4.2,0.168,1.23,93.8,48.1,1.924,5.6,1,1,1,49,0
1098,1,0,1,1,0,0,1.8362,3.9,9,2,0.5128,0.38,11.4,3.8,0.9744,0.19,8,27.1,6.9487,2.4,1,3.86,0,45,0
1099,1,0,1,1,0,0,1.8362,3.9,8,2,0.5128,0.38,10.4,3.1,0.7949,0.19,8,28.8,7.3846,2.4,1,3.86,0,45,0
1100,1,0,1,1,0,0,1.8362,5.3,9,2,0.3774,0.52,11.6,3.1,0.5849,0.26,32.2,37.3,7.0377,1.3,1,6.24,0,31,0
1101,1,0,1,1,0,0,1.8362,30.5,56,3,0.0984,2.99,60.8,5.2,0.1705,1.2,6,78.4,2.5705,4.75,1,1.88,0,59,1
1102,1,0,2,0,1,0,0.6426,30.4,50,3,0.0987,2.98,55.8,4.9,0.1612,1.49,5,71.1,2.3388,4.65,1,1.88,0,59,1
1103,1,0,1,1,0,0,1.8362,32.3,45,3,0.0929,3.17,50.4,4.9,0.1517,1.58,104.5,70.7,2.1889,6.6,1,2.72,0,46,0
1104,1,0,3,0,0,1,0.2982,29.7,49,6,0.202,7.87,54.7,8.1,0.2727,3.94,40,30.8,1.037,2.75,0.6,0.97,1,45,0
1105,1,0,3,0,0,1,0.2982,29.9,53,6,0.2007,7.89,57.7,8.4,0.2809,3.95,52,33.5,1.1204,2.75,0.6,0.97,1,45,0
1106,1,0,1,1,0,0,1.8362,4.3,13,2,0.4651,0.42,15.7,4.2,0.9767,0.21,20,15,3.4884,1.35,1,17.01,0,37,0
1107,1,0,3,0,0,1,0.2982,26.8,38,6,0.2239,7.59,46.9,8,0.2985,3.79,36.1,41,1.5299,4.5,1,1.05,0,26,0
1108,1,0,3,0,0,1,0.2982,27.3,45,5,0.1832,7.64,50.4,7,0.2564,3.82,50.2,32.1,1.1758,4.5,1,1.05,0,26,0
1109,1,0,2,0,1,0,0.6426,43,60,4,0.093,4.21,66.6,5.9,0.1372,2.1,83,59.3,1.3791,5.9,0.5,0.7,0,41,0
1110,1,0,2,0,1,0,0.6426,43.1,65,4,0.0928,4.22,70.3,6.3,0.1462,2.11,85,51.9,1.2042,5.9,0.5,0.7,0,41,0
1111,1,0,1,1,0,0,1.8362,7.8,13,3,0.3846,0.76,15.7,4.9,0.6282,0.38,63.5,32.2,4.1282,0.75,1,5.81,0,33,0
1112,1,0,1,1,0,0,1.8362,6.8,13,2,0.2941,0.67,15.7,4.2,0.6176,0.34,9,29.3,4.3088,1.3,1,0.91,1,53,1
1113,1,0,2,0,1,0,0.6426,19.7,39,3,0.1523,1.93,43.9,4.9,0.2487,0.96,66.3,35.1,1.7817,4.2,0.5,1.12,1,46,0
1114,1,0,2,0,1,0,0.6426,19.7,41,3,0.1523,1.93,45.1,5.2,0.264,0.96,91.6,36.8,1.868,5.55,0.5,1.12,1,46,0
1115,1,0,1,1,0,0,1.8362,22.5,36,4,0.1778,2.21,39.8,6.3,0.28,1.1,8,63.9,2.84,4.45,1,0.91,1,44,0
1116,1,0,1,1,0,0,1.8362,2.7,9,2,0.7407,0.26,11.5,4.2,1.5556,0.13,7.8,30,11.1111,0.75,1,8.32,0,32,0
1117,1,0,1,1,0,0,1.8362,3.4,7,4,1.1765,0.33,9.2,5.9,1.7353,0.17,17.1,21.3,6.2647,0.75,0.2,2.17,1,43,0
1118,1,0,1,1,0,0,1.8362,5,10,3,0.6,0.49,12.5,4.9,0.98,0.24,11.7,21.2,4.24,0.75,0.2,2.17,1,21,0
1119,1,0,1,1,0,0,1.8362,18.7,37,3,0.1604,1.83,41.7,4.9,0.262,0.92,80.2,54.9,2.9358,3.75,1,1.12,0,24,0
1120,1,0,1,1,0,0,1.8362,8.3,17,2,0.241,0.81,20,3.8,0.4578,0.41,29.9,36.5,4.3976,1.45,1,5.72,1,40,0
1121,1,0,3,0,0,1,0.2982,36.6,52,9,0.2459,8.55,58,11.4,0.3115,4.27,23.9,83,2.2678,7.65,1,0,0,44,0
1122,1,0,1,1,0,0,1.8362,42.3,58,3,0.0709,4.15,64.5,4.9,0.1158,2.08,97,43.4,1.026,4.35,1,1.05,0,27,0
1123,1,0,2,0,1,0,0.6426,23,38,3,0.1304,2.25,41.9,5.2,0.2261,0.75,96.5,68.6,2.9826,7.15,1,4.61,0,40,0
1124,1,0,2,0,1,0,0.6426,3.9,8,6,1.5385,0.38,10.3,8.1,2.0769,0.19,4.5,14,3.5897,0.75,1.5,2.17,1,40,0
1125,1,0,1,1,0,0,1.8362,4.7,10,3,0.6383,0.46,12.9,4.4,0.9362,0.23,18,49.2,10.4681,0.75,1.5,2.17,0,21,0
